,unplug_hourTime,travels
0,00:00:00,5115
1,01:00:00,3920
2,02:00:00,2438
3,03:00:00,1668
4,04:00:00,1561
5,05:00:00,3028
6,06:00:00,8603
7,07:00:00,18815
8,08:00:00,17673
9,09:00:00,9777
10,10:00:00,9788
11,11:00:00,10752
12,12:00:00,13188
13,13:00:00,18130
14,14:00:00,18789
15,15:00:00,16783
16,16:00:00,17904
17,17:00:00,21445
18,18:00:00,20844
19,19:00:00,17083
20,20:00:00,12201
21,21:00:00,8276
22,22:00:00,8079
23,23:00:00,7015
