,unplug_hourTime,travels
0,00:00:00,66
1,01:00:00,36
2,02:00:00,48
3,03:00:00,51
4,04:00:00,132
5,05:00:00,536
6,06:00:00,979
7,07:00:00,797
8,08:00:00,650
9,09:00:00,574
10,10:00:00,588
11,11:00:00,622
12,12:00:00,927
13,13:00:00,746
14,14:00:00,471
15,15:00:00,529
16,16:00:00,566
17,17:00:00,483
18,18:00:00,487
19,19:00:00,412
20,20:00:00,291
21,21:00:00,250
22,22:00:00,146
23,23:00:00,60
