,unplug_hourTime,travels
0,00:00:00,2433
1,01:00:00,1782
2,02:00:00,1130
3,03:00:00,697
4,04:00:00,719
5,05:00:00,1379
6,06:00:00,4905
7,07:00:00,11302
8,08:00:00,9914
9,09:00:00,5765
10,10:00:00,5769
11,11:00:00,6128
12,12:00:00,7404
13,13:00:00,10055
14,14:00:00,9757
15,15:00:00,9145
16,16:00:00,9808
17,17:00:00,12424
18,18:00:00,11034
19,19:00:00,9162
20,20:00:00,6242
21,21:00:00,4219
22,22:00:00,3973
23,23:00:00,3116
