index,id,CODIGOEMPRESA,cod_Est,Ent_2014,Util_2014,Ent_2015,Util_2015,Ent_2016,Util_2016,Ent_2017,Util_2017,Ent_2018,Util_2018,Ent_2019,Util_2019,DISTRITO,BARRIO,X,Y,long,lat
115,62,209,209,5836937.0,12401974.037228622,5913110.0,12399490.0,4701019.0,9925313.307770588,6458885.0,10764139.342812238,7104399.0,12666561.754097026,7214346,13992286.59904808,12,128.0,880970,8956812,-7.403791217529827,80.90837307021175
117,122,153,153,3445040.0,8792801.03935594,3641494.0,9116803.0,3565771.0,9313654.067,3889259.0,10702472.493999999,4101034.0,11709050.366630835,4316745,10598181.704400364,15,159.0,443592,4481471,-3.6655278369246553,40.48201415223536
119,302,2441,2441,1617704.0,2993838.0,1934237.0,3571316.0,2141477.0,3982169.0,2378060.0,5169399.0,2159361.0,4048833.0,2537395,4758178.0,5,0.0,877306,8925185,-7.443951134003479,80.62319371505598
120,392,734,734,10664293.0,34470626.57920601,11447324.0,36049895.0,11197823.0,31170400.21313242,13058158.0,46868527.90561941,12057742.0,35993779.951147154,8896095,27268500.232622627,3,44.0,1322139,13425466,-11.096710585394986,121.27475809575537
122,147,251,251,2250571.0,4262657.892912759,2299478.0,4337650.0,2427055.0,4510360.051354686,2738808.0,4655806.270199999,2805742.0,5282142.299325045,2661251,5170210.874453963,15,151.0,444928,4475520,-3.6492498288282587,40.42849418558523
125,24,1056,1056,906260.0,1818163.0,992786.0,1996710.0,1111951.0,2212569.0,1273688.0,2533989.0,1361119.0,2721346.0,1310580,2623350.0,1,0.0,446281,4487203,-3.6342899542102884,40.53382895168053
127,22,1206,1206,1594713.0,3310719.0,1390324.0,2944337.0,1857880.0,3894950.0,2029994.0,4241787.0,2165921.0,4526089.0,2165605,4488823.0,2,0.0,426752,4464784,-3.862274536603412,40.33038047290993
129,242,1005,1005,3337913.0,6497196.156427626,3439692.0,6655918.0,3009805.0,5719788.710730481,3774123.0,7137414.167409809,3927152.0,7257055.155003944,4112412,8076864.378839929,12,127.0,882301,8960047,-7.388395053225347,80.93761008253969
131,195,1019,1019,1316287.0,2497487.9480612846,1584928.0,3007702.0,1688831.0,3096930.365995593,1897370.0,24894140.1658,2215656.0,3447998.1551676258,2418985,4293682.565636006,10,106.0,432919,4470188,-3.790251664734428,40.37958017486509
133,4,606,606,3737017.0,8040773.988885856,3669767.0,7424088.0,3826685.0,7653121.7881,4266895.0,9020881.835722324,4720342.0,8101879.020248627,5247325,10045029.129629053,12,125.0,440111,4471170,-3.7056246492516856,40.388974458449454
136,78,1220,1220,2074511.0,4224714.0,2464775.0,5008282.0,2724907.0,5614050.0,2950834.0,6069578.0,2992878.0,6109136.0,3142576,6445709.0,3,0.0,437737,4462623,-3.7327596428295386,40.31180461028231
140,88,1053,1053,1470668.0,2937175.0,1572049.0,3167392.0,1685846.0,3389528.0,1771553.0,3561984.0,1874812.0,3756024.0,1914787,3814764.0,8,86.0,443392,4484602,-3.66816712971057,40.51020588682294
141,424,823,823,6205388.0,12343592.629746355,6359378.0,13259224.0,6608129.0,13874829.056005431,7196643.0,5258592.233221362,7479607.0,16433049.796745598,7853605,17463725.750617854,3,34.0,880632,8946200,-7.406780739157129,80.81275112560357
143,214,301,301,5763783.0,20882212.05764047,5880868.0,21330043.0,6169399.0,22698073.966870107,6685418.0,24263216.74295452,7130713.0,22178805.75709225,7503100,25239381.627922423,2,23.0,441114,4471612,-3.6938487888126823,40.39302773333894
144,275,403,403,6632228.0,22501146.16764845,6792074.0,22807196.0,6846893.0,23303066.20140303,7813429.0,24878756.875496034,7521212.0,22913754.890447184,7505175,25406959.022952475,8,86.0,887157,8951677,-7.330372870035176,80.8625458650668
145,243,1515,1515,801321.0,1431354.0,943359.0,1670449.0,202290.0,392716.0,1095452.0,2005104.0,1020506.0,1919719.0,1292864,2439164.0,2,0.0,910222,8950253,-7.058358009165801,80.85112191204672
147,117,1020,1020,1145200.0,2111698.0,1255851.0,2464386.0,1327160.0,2633123.0,1376711.0,2737418.0,1383603.0,2744390.0,1623172,3214858.0,2,0.0,431560,4467108,-3.8059294140952913,40.35172398632487
148,128,1203,1203,4148868.0,7973204.284167288,3490679.0,6528530.0,4373697.0,8296495.652625108,5080879.0,5233864.575859912,5338460.0,10094187.778027805,5724660,11099933.031310583,21,215.0,874170,8944359,-7.482749323168614,80.7956908339018
150,140,1226,1226,1127139.0,2104665.0,1186675.0,2275017.0,1241658.0,2393295.0,1226621.0,2363499.0,977634.0,1883214.0,1258792,2434633.0,4,0.0,436177,4465391,-3.7513939119832185,40.336622457505996
152,59,526,526,1290746.0,2469326.4437850057,1269448.0,2402310.0,1265200.0,2486824.803403665,1132108.0,3969987.7105,1356109.0,2633330.389124809,1438452,2784779.177839606,11,111.0,436347,4470900,-3.7499424052697137,40.38626307883476
153,171,628,628,2749093.0,5842451.669081832,2311505.0,4814078.0,2817122.0,5825140.8261,2992195.0,6191106.486400002,3154239.0,5546091.2062898325,3363592,6394828.526591489,10,103.0,436865,4473195,-3.744067519734105,40.406976824497974
